start,end,visitor,from_country,description,source,year,is_hogs,visit_id
2013-01-10,2013-01-11,President Hamid Karzai,Afghanistan,Working visit.,US State Dept Office of the Historian,2013,True,USIN-0001
2013-02-22,2013-02-22,Prime Minister Shinzō Abe,Japan,Working visit.,US State Dept Office of the Historian,2013,True,USIN-0002
2013-03-11,2013-03-12,Sultan Hassinal Bolkiah,Brunei,Working visit.,US State Dept Office of the Historian,2013,True,USIN-0003
2013-03-19,2013-03-20,Prime Minister Enda Kenny,Ireland,Working visit.,US State Dept Office of the Historian,2013,True,USIN-0004
2013-03-28,2013-03-28,President Ernest Koroma,Sierra Leone,Attended African Leaders Summit.,US State Dept Office of the Historian,2013,True,USIN-0005
2013-03-28,2013-03-28,President Macky Sall,Senegal,Attended African Leaders Summit.,US State Dept Office of the Historian,2013,True,USIN-0006
2013-03-28,2013-03-28,President Joyce Banda,Malawi,Attended African Leaders Summit.,US State Dept Office of the Historian,2013,True,USIN-0007
2013-03-28,2013-03-28,Prime Minister Jose Maria Pereira Neves,Cape Verde,Attended African Leaders Summit.,US State Dept Office of the Historian,2013,True,USIN-0008
2013-04-02,2013-04-03,Prime Minister Lee Hsien Loong,Singapore,Working visit.,US State Dept Office of the Historian,2013,True,USIN-0009
2013-04-23,2013-04-23,Amir Hamad bin Khalifa al-Thani,Qatar,Working visit.,US State Dept Office of the Historian,2013,True,USIN-0010
2013-04-24,2013-04-26,King Abdullah II,Jordan,Working visit.,US State Dept Office of the Historian,2013,True,USIN-0011
2013-05-06,2013-05-08,President Park Geun-Hye,South Korea,Working visit.,US State Dept Office of the Historian,2013,True,USIN-0012
2013-05-12,2013-05-13,Prime Minister David Cameron,United Kingdom,Working visit.,US State Dept Office of the Historian,2013,True,USIN-0013
2013-05-14,2013-05-17,Prime Minister Recep Tayyip Erdoğan,Turkey,Working visit.,US State Dept Office of the Historian,2013,True,USIN-0014
2013-05-19,2013-05-21,President Thein Sein,Burma,Working visit.,US State Dept Office of the Historian,2013,True,USIN-0015
2013-06-02,2013-06-04,President Sebastian Pinera,Chile,Working visit.,US State Dept Office of the Historian,2013,True,USIN-0016
2013-06-07,2013-06-08,President Xi Jinping,"China, People’s Republic of","Met with President Obama at Rancho Mirage, California.",US State Dept Office of the Historian,2013,True,USIN-0017
2013-06-10,2013-06-12,President Ollanta Humala,Peru,Working visit.,US State Dept Office of the Historian,2013,True,USIN-0018
2013-07-24,2013-07-25,President Truong Tan Sang,Vietnam,Working visit.,US State Dept Office of the Historian,2013,True,USIN-0019
2013-07-29,2013-08-01,President Abd Rabuh Mansur Hadi,Yemen,Working visit.,US State Dept Office of the Historian,2013,True,USIN-0020
2013-08-08,2013-08-08,Prime Minister Antonios Samaras,Greece,Working visit.,US State Dept Office of the Historian,2013,True,USIN-0021
2013-08-30,2013-08-30,President Toomas Ilves,Estonia,Working visit.,US State Dept Office of the Historian,2013,True,USIN-0022
2013-08-30,2013-08-30,President Galia Grybauskaite,Lithuania,Working visit.,US State Dept Office of the Historian,2013,True,USIN-0023
2013-08-30,2013-08-30,President Andris Berzins,Latvia,Working visit.,US State Dept Office of the Historian,2013,True,USIN-0024
2013-09-13,2013-09-13,Amir Sabah al-Ahmed al-Jabir al-Sabah,Kuwait,Working visit.,US State Dept Office of the Historian,2013,True,USIN-0025
2013-09-23,2013-09-23,President Goodluck Jonathan,Nigeria,Met with President Obama at the UN General Assembly in New York City.,US State Dept Office of the Historian,2013,True,USIN-0026
2013-09-24,2013-09-24,President Michel Sleiman,Lebanon,Met with President Obama at the UN General Assembly in New York City.,US State Dept Office of the Historian,2013,True,USIN-0027
2013-09-27,2013-09-27,Prime Minister Manmohan Singh,India,Working visit.,US State Dept Office of the Historian,2013,True,USIN-0028
2013-09-30,2013-09-30,Prime Minister Benjamin Netanyahu,Israel,Working visit.,US State Dept Office of the Historian,2013,True,USIN-0029
2013-10-16,2013-10-17,Prime Minister Enrico Letta,Italy,Working visit.,US State Dept Office of the Historian,2013,True,USIN-0030
2013-10-20,2013-10-23,Prime Minister Mohammed Nawaz Sharif,Pakistan,Working visit.,US State Dept Office of the Historian,2013,True,USIN-0031
2013-10-31,2013-11-01,Prime Minister Nuri al-Maliki,Iraq,Working visit.,US State Dept Office of the Historian,2013,True,USIN-0032
2013-11-22,2013-11-22,King Mohammed VI,Morocco,Working visit.,US State Dept Office of the Historian,2013,True,USIN-0033
2013-12-02,2013-12-04,President Juan Manuel Santos Calderon,Colombia,Working visit.,US State Dept Office of the Historian,2013,True,USIN-0034
2014-01-02,2014-01-02,Prime Minister John P. Key,New Zealand,"Informal meeting at Kanoehe Bay, Hawaii.",US State Dept Office of the Historian,2014,True,USIN-0035
2014-01-13,2014-01-13,Prime Minister Mariano Rajoy,Spain,Working visit.,US State Dept Office of the Historian,2014,True,USIN-0036
2014-02-04,2014-02-07,President Michel Martelly,Haiti,Working visit.,US State Dept Office of the Historian,2014,True,USIN-0037
2014-02-09,2014-02-11,President Francois Hollande,France,"State visit. Visited Monticello (Charlottesville), Virginia, February 10.",US State Dept Office of the Historian,2014,True,USIN-0038
2014-02-12,2014-02-14,King Abdullah II,Jordan,"Included working visit at Rancho Mirage, California February 14.",US State Dept Office of the Historian,2014,True,USIN-0039
2014-02-24,2014-02-26,Prime Minister Irakli Garibashvili,Georgia,Working visit.,US State Dept Office of the Historian,2014,True,USIN-0040
2014-03-02,2014-03-03,Prime Minister Benjamin Netanyahu,Israel,Working visit.,US State Dept Office of the Historian,2014,True,USIN-0041
2014-03-12,2014-03-13,Prime Minister Arseniy Yatsenyuk,Ukraine,Working visit.,US State Dept Office of the Historian,2014,True,USIN-0042
2014-03-14,2014-03-14,Prime Minister Enda Kenny,Ireland,Working visit.,US State Dept Office of the Historian,2014,True,USIN-0043
2014-04-03,2014-04-04,Prime Minister Mehdi Jomaa,Tunisia,Working visit.,US State Dept Office of the Historian,2014,True,USIN-0044
2014-05-02,2014-05-02,Chancellor Angela Merkel,Germany,Working visit.,US State Dept Office of the Historian,2014,True,USIN-0045
2014-05-03,2014-05-07,President Ismail Omar Guelleh,Djibouti,Working visit.,US State Dept Office of the Historian,2014,True,USIN-0046
2014-05-12,2014-05-12,President Jose Mujica,Uruguay,Working visit.,US State Dept Office of the Historian,2014,True,USIN-0047
2014-06-12,2014-06-12,Prime Minister Anthony J. Abbott,Australia,Working visit.,US State Dept Office of the Historian,2014,True,USIN-0048
2014-06-20,2014-06-20,Prime Minister John P. Key,New Zealand,Working visit.,US State Dept Office of the Historian,2014,True,USIN-0049
2014-06-25,2014-06-25,President Shimon Peres,Israel,Working visit.,US State Dept Office of the Historian,2014,True,USIN-0050
2014-06-30,2014-06-30,President Michelle Bachelet,Chile,Working visit.,US State Dept Office of the Historian,2014,True,USIN-0051
2014-07-25,2014-07-25,President Otto Fernandez Perez,Guatemala,Discussed migration of unaccompanied minors.,US State Dept Office of the Historian,2014,True,USIN-0052
2014-07-25,2014-07-25,President Salvador Sanchez,El Salvador,Discussed migration of unaccompanied minors.,US State Dept Office of the Historian,2014,True,USIN-0053
2014-07-25,2014-07-25,President Juan Orlando Hernandez,Honduras,Discussed migration of unaccompanied minors.,US State Dept Office of the Historian,2014,True,USIN-0054
2014-08-05,2014-08-06,President Mohamed Ould Abdel Aziz,Mauritania,Attended the U.S.-Africa Leaders Summit.,US State Dept Office of the Historian,2014,True,USIN-0055
2014-08-05,2014-08-06,Prime Minister Navinchandra Ramgoolam,Mauritius,Attended the U.S.-Africa Leaders Summit.,US State Dept Office of the Historian,2014,True,USIN-0056
2014-08-05,2014-08-06,Prime Minister Abdel-Ilah Benkiran,Morocco,Attended the U.S.-Africa Leaders Summit.,US State Dept Office of the Historian,2014,True,USIN-0057
2014-08-05,2014-08-06,President Ermando Emilio Guebuza,Mozambique,Attended the U.S.-Africa Leaders Summit.,US State Dept Office of the Historian,2014,True,USIN-0058
2014-08-05,2014-08-06,President Hilikepunye Lucas Pohamba,Namibia,Attended the U.S.-Africa Leaders Summit.,US State Dept Office of the Historian,2014,True,USIN-0059
2014-08-05,2014-08-06,President Mahamadou Issoufou,Niger,Attended the U.S.-Africa Leaders Summit.,US State Dept Office of the Historian,2014,True,USIN-0060
2014-08-05,2014-08-06,President Goodluck Jonathan,Nigeria,Attended the U.S.-Africa Leaders Summit.,US State Dept Office of the Historian,2014,True,USIN-0061
2014-08-05,2014-08-06,President Paul Kagame,Rwanda,Attended the U.S.-Africa Leaders Summit.,US State Dept Office of the Historian,2014,True,USIN-0062
2014-08-05,2014-08-06,Prime Minister Gabriel Arcanjo Ferreira da Costa,Sao Tome and Principe,Attended the U.S.-Africa Leaders Summit.,US State Dept Office of the Historian,2014,True,USIN-0063
2014-08-05,2014-08-06,President Macky Sall,Senegal,Attended the U.S.-Africa Leaders Summit.,US State Dept Office of the Historian,2014,True,USIN-0064
